transaction_id,customer_id,order_date,amount,quantity,channel
T007480,C00538,2024-05-14,80.72,4,web
T003047,C00525,02/05/2024, 104.03 ,1,in-store
T003541,C00824,"October 8, 2024",17.59,5,Web
T004461,C00631,2024-10-13,107.17,3,Web
T004773,C00027,"February 20, 2024", 154.48 ,3,Mobile
T000717,C00001,01/11/2024, 29.54 ,3,Web
T004349,C00715,2024-02-27,$103.88,2, mobile
T000942,C00897,"November 2, 2024",$9.71,3,Web
T004613,C00484,24/04/2024,$191.93,5,Mobile
T000479,C00435,2024-08-02, 95.61 ,3,Mobile
T007411,C00080,"June 2, 2024",$124.78,4,web
T001357, C00350 ,04/05/2024,143.33,5,in-store
T005934,C00824,2024-02-02,47.97,5,In-Store
T005391,C00588,22/11/2024, 106.64 ,4,Web
T001425,C00351,2024-02-19,14.99,5, mobile
T000838,C00615,2024-01-11,$171.20,1,web
T004891,C00811,2024-03-17,$140.10,4,WEB 
T005399,C00820,16/08/2024, 73.86 ,2,web
T001311,C00520,2024-04-04,$182.59,2,WEB 
T001150,C00878,28/06/2024, 249.20 ,5,Web
T001857,C00706,"January 12, 2024",122.24,5,web
T006907,C00795,2024-09-18,$135.50,2,web
T005477,C00195,01/11/2024,221.52,3,WEB 
T003473,C00007,28/06/2024, 222.80 ,2,web
T002323,C00163,2024-06-03T21:39:00Z, 189.00 ,4, mobile
T006815,C00587,"August 2, 2024",$132.50,3,web
T006950,C00628,2024-12-01,$103.55,3,WEB 
T001190,C00463,2024-01-15,$102.58,5, mobile
T000831,C00454,2024-05-21, 77.30 ,3,WEB 
T003240,C00731,07/07/2024,84.91,1,Mobile
T003099,C00174,2024-04-21,1.00,2,In-Store
T007580,C00176,2024-02-05,$134.79,N/A,Web
T005202,C00595,2024-04-12,$1.00,3,Web
T006808,C00148,2024-06-26T19:09:00Z, 69.27 ,2, mobile
T003811,C00669,2024-10-21T23:58:00Z,$119.14,2,In-Store
T004915,C00134,2024-09-25T08:56:00Z,85.90,3,in-store
T000795,C00638,2024-01-21T10:43:00Z, 189.75 ,1, mobile
T001028,C00232,2024-04-11,247.95,3,web
T003372,C00702,2024-07-19T03:24:00Z, 183.13 ,1,WEB 
T002188,C00036,2024-04-07T10:49:00Z,$67.74,3,web
T003877,C00113,"February 28, 2024", 10.42 ,5,in-store
T003628,C00403,2024-02-10,89.02,2,WEB 
T003523,C00003,19/04/2024,$149.98,  ,web
T003590,C00565,2024-12-11,$137.82,4, mobile
T000688,C00379,"August 5, 2024",$129.93,5,WEB 
T007370,C00652,2024-08-26,173.69,1,Mobile
T004027, C00550 ,20/04/2024, 35.96 ,1,In-Store
T006511, C00680 ,2024-11-26T11:37:00Z,$61.01,3,in-store
T004179, C00079 ,25/12/2024,$182.89,4,In-Store
T004506,C00837,2024-05-24T03:49:00Z, 134.95 ,2,In-Store
T004849,C00445,2024-04-14T14:46:00Z,151.52,4,In-Store
T006487,C00683,2024-01-18T20:32:00Z,64.71,2,WEB 
T002363,C00767,"February 20, 2024", 145.14 ,3,web
T002204,C00485,16/08/2024, 227.30 ,1,Web
T006091,C00702,2024-12-03,$237.81,4,web
T000049,C00483,2024-09-27,103.07,null,Mobile
T006456,C00172,26/11/2024,$38.45,5,Web
T001581,C00808,2024-12-07,158.60,2,Mobile
T000145,C00868,02/08/2024, 209.33 ,3,in-store
T000932,C00477,11/02/2024,124.60,4, mobile
T000455,C00858,"December 11, 2024",144.72,5, mobile
T000651,C00261,2024-12-27,41.49,3,WEB 
T005570,C00617,"July 24, 2024", 130.36 ,2,Mobile
T000937,C00778,16/01/2024,74.22,1,in-store
T000730, C00739 ,"March 9, 2024", 97.14 ,1,In-Store
T006114,C00498,26/06/2024,$22.33,5, mobile
T000043,C00015,2024-04-16T15:55:00Z,$167.90,4, mobile
T003706, C00769 ,06/11/2024,$87.75,1,in-store
T006657,C00461,2024-11-22,103.93,1,In-Store
T004392,C00839,"March 24, 2024", 88.95 ,1,WEB 
T002466,C00125,2024-01-13T10:41:00Z, 180.79 ,5,In-Store
T004049,C00490,"March 7, 2024",85.90,5, mobile
T000638,C00338,"June 26, 2024",146.72,2,Mobile
T002226, C00790 ,27/03/2024,190.17,1,Mobile
T000388,C00550,2024-05-23T12:01:00Z,143.38,4,Mobile
T004572,C00552,2024-02-26,106.05,2, mobile
T007899,C00351,"January 9, 2024",$142.70,4, mobile
T003424,C00239,"September 19, 2024", 99.46 ,2,WEB 
T001959,C00266,02/01/2024,70.47,2,web
T007941, C00541 ,02/06/2024,294.01,1,web
T007617,C00272,2024-06-28, 182.90 ,2, mobile
T007255,C00393,01/02/2024, 135.13 ,3,In-Store
T000520,C00843,"November 3, 2024",114.97,3, mobile
T004310,C00618,2024-08-08T19:01:00Z,$110.00,2,Web
T001079,C00154,"March 8, 2024",95.66,5,Mobile
T002381,C00702,"December 12, 2024",93.88,3,In-Store
T003980,C00615,2024-08-20,$118.03,, mobile
T002186,C00178,"November 1, 2024", 157.23 ,2,Web
T006766,C00662,2024-12-25T10:00:00Z, 117.92 ,5,WEB 
T005153,C00148,2024-10-14, 42.17 ,1,Web
T005267,C00054,"February 7, 2024", 1.00 ,1, mobile
T005627,C00370,01/10/2024, 108.09 ,2,web
T003892,C00668,2024-05-27,102.18,4, mobile
T004149,C00161,"August 22, 2024",207.54,NA,Web
T003855,C00494,2024-03-27,$174.49,2,in-store
T004427,C00251,2024-03-04T22:28:00Z,$178.48,2,web
T002933,C00563,2024-04-16T22:05:00Z,101.25,4,in-store
T004534,C00346,2024-01-20,$197.85,5,Web
T007154,C00454,"February 10, 2024",105.44,3,WEB 
T001468, C00787 ,2024-08-22,$130.68,2,In-Store
T003989,C00675,2024-09-04T07:33:00Z,$142.45,4,In-Store
T006908,C00507,2024-11-20,139.46,3,Web
T000675,C00570,04/10/2024,$134.93,4,Web
T004378,C00429,2024-01-04T03:07:00Z,133.80,5, mobile
T006688,C00703,"November 17, 2024", 115.10 ,3,In-Store
T005835,C00556,2024-11-25,114.10,5,WEB 
T004209,C00073,"April 22, 2024",131.07,4,Mobile
T004048,C00081,2024-10-16T04:27:00Z,171.07,5,Web
T003220,C00841,27/09/2024, 178.20 ,5, mobile
T003847,C00305,2024-12-24T21:07:00Z, 83.89 ,4,In-Store
T006844,C00675,2024-08-04,135.29,1, mobile
T001772,C00247,27/05/2024, 176.88 ,1,Mobile
T000663,C00374,"April 28, 2024",21.73,2,in-store
T007763,C00591,10/04/2024,135.66,4,web
T000803,C00865,2024-12-24, 72.41 ,4, mobile
T007528,C00847,23/02/2024,133.79,5,web
T006727,C00831,"July 9, 2024", 81.93 ,2,Mobile
T007805,C00369,2024-06-05T05:27:00Z,1.00,3,web
T003815,C00248,"June 6, 2024",141.15,2,Web
T006459,C00172,2024-03-21T13:17:00Z,158.71,1, mobile
T001475,C00123,2024-10-04, 66.74 ,4, mobile
T005381,C00172,2024-04-08, 106.78 ,1,Web
T000991,C00863,2024-07-05T22:06:00Z,$50.98,1, mobile
T000350,C00584,"May 2, 2024",56.47,2, mobile
T001691,C00499,14/01/2024,$209.58,4,Mobile
T005282,C00118,2024-12-28T11:20:00Z,$104.39,3,web
T003404,C00243,2024-09-05T21:03:00Z, 223.70 ,5,Web
T000833,C00684,23/04/2024, 83.25 ,1,Mobile
T004495,C00050,2024-03-20T04:40:00Z,$95.68,3,WEB 
T004945,C00360,2024-10-23, 144.57 ,4,in-store
T001761, C00528 ,2024-08-16T22:45:00Z,73.21,4, mobile
T004377,C00368,2024-02-26, 1.00 ,1,WEB 
T002428,C00507,2024-05-05, 190.67 ,3,in-store
T003460,C00547,2024-12-28T01:47:00Z,$75.01,3,In-Store
T006027, C00386 ,04/06/2024, 129.35 ,null,Mobile
T003048,C00343,2024-05-16T16:00:00Z,$236.23,3, mobile
T007546,C00046,"January 10, 2024",$62.60,4, mobile
T003830,C00786,2024-09-16T11:25:00Z,16.33,3,web
T004187, C00437 ,08/08/2024, 150.05 ,1,web
T004887,C00846,"January 5, 2024",$208.62,3,WEB 
T005080,C00140,"June 25, 2024",223.25,1,In-Store
T003804,C00028,2024-10-23,$158.66,2, mobile
T003384,C00404,12/10/2024,145.50,5,in-store
T002600,C00844,2024-04-28T11:07:00Z,$93.64,3,WEB 
T002614,C00561,2024-09-09T08:13:00Z, 189.74 ,2,in-store
T000136,C00714,2024-03-19,253.44,4, mobile
T001640,C00802,2024-04-16,125.07,2,In-Store
T000377,C00545,"August 5, 2024",$120.49,4,web
T006500,C00129,"March 24, 2024",$79.42,1,in-store
T006672,C00168,"March 20, 2024",170.80,1,In-Store
T001395,C00234,15/04/2024,197.66,1,web
T001599,C00323,11/10/2024,$102.72,2,WEB 
T003142,C00480,2024-06-27,$108.34,1,in-store
T001964,C00371,2024-05-19,$148.77,5,Mobile
T001721,C00019,"July 10, 2024", 184.16 ,4,WEB 
T002200,C00051,25/06/2024,1.00,3,Web
T006794,C00859,2024-03-16,104.07,4, mobile
T006073,C00083,17/05/2024,$165.40,2,Web
T000642,C00595,2024-03-28T03:08:00Z,178.58,5,Mobile
T004415,C00764,2024-07-24,138.10,2,In-Store
T007942,C00425,04/02/2024, 267.87 ,5,In-Store
T000203,C00754,23/11/2024,117.14,4,WEB 
T007312, C00438 ,16/12/2024, 66.71 ,3, mobile
T003813,C00189,"July 10, 2024",114.43,4,Mobile
T005140,C00504,2024-05-13,$85.40,4,WEB 
T007224,C00516,2024-05-07T22:11:00Z, 156.34 ,4,Mobile
T002479,C00877,2024-11-15,153.27,4,In-Store
T000310,C00728,2024-08-26,$181.07,2,WEB 
T003639,C00249,2024-06-13, 202.65 ,2,WEB 
T003017, C00713 ,2024-02-17T13:21:00Z,101.34,1,In-Store
T005167,C00262,"September 11, 2024",183.85,5,WEB 
T001304,C00828,07/08/2024,$89.93,5,In-Store
T006972,C00162,2024-06-27T07:34:00Z,151.33,4,web
T007607,C00191,02/09/2024, 94.41 ,5,WEB 
T007935,C00405,2024-09-02T05:25:00Z,$87.98,1,Mobile
T003476,C00541,2024-10-27T20:10:00Z,163.65,5,Web
T004537,C00215,2024-03-26,190.69,  ,web
T002277,C00668,21/05/2024, 116.34 ,2,WEB 
T003646,C00840,"September 3, 2024",$157.69,5,web
T003702, C00038 ,"August 16, 2024",145.70,1,Web
T004474, C00242 ,2024-05-07T05:47:00Z, 117.80 ,2,In-Store
T006437,C00317,12/08/2024,$142.51,4,web
T002924,C00167,2024-11-15T05:55:00Z,128.46,2,Web
T001427,C00510,16/04/2024, 193.26 ,2,Web
T005806, C00257 ,15/09/2024,188.62,5,WEB 
T001933,C00752,10/01/2024,$71.31,5, mobile
T005530,C00563,2024-02-07,136.05,3,Web
T001088,C00680,"November 5, 2024", 98.95 ,4,In-Store
T007918,C00298,2024-03-06, 162.30 ,1,In-Store
T006008,C00511,2024-11-21T06:27:00Z,$189.83,1,In-Store
T001812,C00690,28/03/2024, 140.11 ,2,in-store
T006629,C00848,2024-10-20T07:41:00Z,$179.16,1, mobile
T002100,C00337,"February 26, 2024",57.53,1,Mobile
T007798,C00198,2024-08-15, 114.26 ,1,WEB 
T000129,C00032,"October 14, 2024", 1.00 ,1, mobile
T002726,C00684,2024-04-12,108.27,2,In-Store
T000198,C00376,26/03/2024,$130.10,3,in-store
T007880,C00709,2024-09-01,80.83,3,Mobile
T004989,C00810,2024-12-10,$32.46,N/A, mobile
T000747,C00524,2024-06-02,57.59,,web
T000162,C00549,2024-05-22T00:21:00Z, 184.65 ,3,Mobile
T006594,C00058,2024-06-16T02:47:00Z,$177.15,1,In-Store
T001507,C00187,15/07/2024,132.17,  ,web
T005223,C00313,"January 24, 2024",146.51,2,Web
T002196,C00435,2024-03-08,$101.86,1,web
T005829,C00120,2024-09-27T20:33:00Z, 87.08 ,4,Mobile
T005499,C00771,2024-02-21T19:51:00Z, 239.19 ,3,Mobile
T001261,C00146,2024-08-20T15:22:00Z,159.11,4,web
T001355,C00808,22/04/2024, 197.88 ,3,Web
T000609,C00389,"August 13, 2024",$129.72,3,WEB 
T001745,C00687,09/05/2024, 116.29 ,5,in-store
T004046,C00832,20/12/2024,57.08,1,In-Store
T006752,C00802,"October 19, 2024", 94.26 ,1,In-Store
T006503,C00570,2024-05-27,$104.43,1,in-store
T002782, C00319 ,2024-11-23T11:03:00Z,83.11,3,WEB 
T000247,C00209,18/04/2024,119.24,3,Web
T000546,C00444,2024-04-04,$59.98,2, mobile
T000343,C00872,2024-08-19,$1.00,N/A,in-store
T002316,C00688,2024-07-21T06:29:00Z,108.12,2, mobile
T006203,C00429,2024-05-09,124.14,1,in-store
T000245,C00724,2024-05-16T06:20:00Z,16.89,5,web
T006365,C00549,2024-05-02T02:05:00Z,86.18,5,In-Store
T006335, C00427 ,"August 18, 2024",$113.49,4,Web
T005987,C00353,19/12/2024,$16.67,4,web
T006288,C00804,"April 18, 2024",$113.40,3,Web
T006216, C00721 ,2024-06-04T11:14:00Z,133.29,2,Mobile
T006273,C00793,14/04/2024, 229.09 ,3,In-Store
T005911,C00539,"February 23, 2024", 174.31 ,3,WEB 
T003432,C00532,26/04/2024,133.77,3,In-Store
T003585,C00733,2024-05-07,153.97,5,Web
T000891,C00703,"January 27, 2024", 151.59 ,4,WEB 
T003531, C00187 ,"June 17, 2024",117.39,5,web
T001866, C00612 ,2024-03-28T08:01:00Z, 49.57 ,4,Web
T004452,C00631,"February 24, 2024",$198.36,4,Web
T004956,C00523,"November 22, 2024",1.00,2,Web
T004981,C00626,2024-12-15, 122.14 ,2,web
T000364,C00563,2024-12-20T00:07:00Z, 92.09 ,5,in-store
T006494, C00369 ,2024-10-28T01:45:00Z,$223.18,1,Mobile
T002077,C00328,2024-11-14T12:17:00Z,$10.79,2,Web
T003104,C00792,26/11/2024,$200.68,3,Mobile
T003620, C00631 ,"July 11, 2024",$135.31,4, mobile
T007896,C00376,23/04/2024, 57.30 ,5,Web
T002883,C00669,2024-11-07,$189.56,2,WEB 
T003771,C00198,2024-06-08,$134.92,2,in-store
T004111,C00524,2024-08-16T18:04:00Z,$48.43,4,WEB 
T001147,C00641,"January 14, 2024",$88.19,1,WEB 
T001446,C00375,2024-02-27T20:35:00Z,196.48,4,web
T000552, C00413 ,2024-02-12T10:07:00Z,$24.83,1,WEB 
T001992,C00356,2024-09-25, 1.00 ,2,WEB 
T001449,C00445,"December 6, 2024",139.15,4,Web
T007879,C00718,2024-07-18, 118.14 ,3,Mobile
T004416,C00554,"April 6, 2024",111.80,4,WEB 
T001644, C00369 ,2024-12-05, 113.57 ,4,In-Store
T005327,C00765,"April 19, 2024", 5.35 ,4,web
T005732,C00547,"December 12, 2024", 119.20 ,4,WEB 
T003359,C00195,01/03/2024,196.40,5,Web
T006534,C00332,"April 3, 2024", 186.32 ,4,Web
T000109,C00874,2024-08-04T12:16:00Z,$51.92,3,in-store
T002580,C00679,2024-11-14T16:42:00Z,$155.74,5,web
T002448,C00574,01/01/2024, 108.54 ,2,web
T006123,C00736,2024-02-21T11:48:00Z,$91.79,2,WEB 
T001182,C00249,"January 27, 2024",$68.55,4,WEB 
T001094,C00168,2024-10-27,176.21,5,In-Store
T003838,C00840,2024-05-21,18.54,4,WEB 
T007166,C00609,2024-08-18T06:17:00Z,$111.76,4,web
T005748,C00739,2024-09-09T17:19:00Z, 127.97 ,5,Mobile
T005808,C00358,2024-07-16T06:50:00Z, 171.05 ,2,Web
T002604,C00500,05/04/2024,132.38,5,In-Store
T005653,C00250,2024-04-02, 208.36 ,4,In-Store
T001462,C00317,2024-02-22,$166.30,5,Web
T000626,C00435,"August 23, 2024",$179.78,3,In-Store
T007823,C00702,03/12/2024, 196.31 ,5,WEB 
T002168,C00126,01/06/2024,291.04,5,web
T000801,C00084,2024-07-13T01:05:00Z,123.30,5,Web
T003053,C00851,2024-04-01T13:16:00Z,71.84,5,in-store
T007205,C00313,2024-02-08T23:22:00Z, 168.02 ,5,In-Store
T001134,C00269,2024-10-28T12:43:00Z,$7.19,,in-store
T006185,C00123,"March 17, 2024", 159.34 ,5,in-store
T005289,C00156,2024-12-01,196.97,4,Mobile
T004151,C00530,20/07/2024,$129.94,null,Mobile
T001968,C00863,2024-08-13,$94.37,5,Web
T001306, C00507 ,"March 23, 2024", 107.24 ,4,Mobile
T004267,C00113,19/10/2024,$204.27,3,in-store
T005719,C00421,26/01/2024,$167.10,,In-Store
T002676,C00341,"January 26, 2024",113.87,4,In-Store
T007385, C00270 ,2024-05-17T19:51:00Z,105.19,1, mobile
T003071,C00583,2024-08-08, 146.99 ,N/A,Mobile
T003439,C00072,04/11/2024,163.23,,in-store
T006411,C00036,2024-09-23, 30.63 ,1,in-store
T004972,C00442,"May 22, 2024",222.75,3,web
T004986,C00405,13/07/2024,$203.55,4,in-store
T003479,C00875,"January 9, 2024",$158.22,2,in-store
T006771,C00172,2024-10-06,$39.29,3,in-store
T000614,C00266,"July 28, 2024", 159.06 ,4, mobile
T002407,C00189,"September 11, 2024",$109.06,5,in-store
T003049,C00665,2024-11-22, 99.03 ,1,In-Store
T002507,C00351,04/10/2024,120.10,1,Mobile
T006514,C00615,2024-12-23, 177.47 ,1,Web
T002132,C00651,"September 11, 2024",$1.00,2,in-store
T001332, C00685 ,"September 24, 2024",72.23,1,WEB 
T004764,C00157,2024-11-22T02:34:00Z,49.36,2,WEB 
T002740,C00311,"December 4, 2024",$94.69,3,WEB 
T001517,C00458,2024-03-06T04:55:00Z,$121.42,3,Mobile
T006066, C00167 ,17/07/2024,107.98,5,Mobile
T001683,C00567,2024-09-23T16:08:00Z,$116.19,3,Mobile
T002572,C00896,2024-02-11,152.32,4,web
T007756,C00639,18/05/2024,$126.55,1, mobile
T004439,C00216,2024-06-24,51.03,5,WEB 
T007549,C00042,2024-09-17T22:45:00Z,$135.91,3,Web
T000496,C00249,04/05/2024,$208.59,4,web
T002459,C00727,"December 26, 2024",$63.16,1,web
T005845,C00029,2024-03-26, 82.08 ,2, mobile
T002554,C00500,2024-01-25,$113.87,2,WEB 
T003676,C00566,2024-10-02,72.12,5,in-store
T000590,C00040,"June 9, 2024",97.45,3,WEB 
T007472,C00583,"February 1, 2024", 127.72 ,4,Mobile
T001684,C00483,"October 1, 2024", 175.68 ,3,in-store
T007067,C00893,"March 14, 2024",121.39,1,WEB 
T001672,C00026,2024-09-24T04:26:00Z,138.08,5, mobile
T007501,C00515,09/01/2024, 204.57 ,2, mobile
T003803,C00871,2024-04-08T11:50:00Z, 159.63 ,4,WEB 
T001751,C00325,10/05/2024, 9.25 ,1, mobile
T000408, C00684 ,2024-02-04T05:01:00Z,71.30,1,WEB 
T004226,C00459,2024-07-01,80.59,4,web
T006454,C00874,2024-12-24,$115.82,2,WEB 
T001116,C00122,01/12/2024,$100.09,2, mobile
T001036,C00153,2024-01-08T02:36:00Z, 144.01 ,  ,web
T005663,C00321,2024-12-12T11:02:00Z, 58.36 ,1, mobile
T007841,C00634,07/09/2024,$86.36,1,In-Store
T002035, C00766 ,2024-04-12T06:22:00Z,75.85,1,Web
T002754,C00620,2024-09-27, 73.78 ,NA,WEB 
T000268,C00472,2024-02-09T03:38:00Z,47.13,4,In-Store
T006992,C00111,2024-07-27T12:23:00Z,$145.29,1,in-store
T002530,C00630,22/05/2024,$110.21,,in-store
T007661,C00364,2024-08-03T01:36:00Z,1.00,2,web
T005439,C00368,05/10/2024,$1.00,4,Web
T004710,C00014,"May 27, 2024",214.14,4,web
T002041,C00252,"October 13, 2024",215.23,3,in-store
T006694,C00329,"April 8, 2024", 9.92 ,5,in-store
T007758,C00298,11/02/2024,$197.08,5,in-store
T003267,C00174,2024-03-20,$217.29,5,WEB 
T000290,C00083,"June 10, 2024",$91.67,1,Web
T004652,C00418,2024-11-08T07:33:00Z,46.70,5,WEB 
T006784,C00469,24/09/2024, 79.02 ,3,Mobile
T003805,C00275,01/07/2024,$166.57,1, mobile
T002039,C00082,2024-07-06, 150.51 ,2,web
T007087,C00634,"April 16, 2024",$37.16,5,Web
T006294, C00471 ,13/07/2024,$180.49,4, mobile
T001941,C00485,"March 5, 2024", 276.01 ,3, mobile
T005478,C00896,2024-04-18T20:26:00Z,$270.32,4,web
T005501,C00015,2024-03-23T03:13:00Z,192.69,1,web
T005873,C00140,"July 4, 2024", 223.21 ,5,In-Store
T005433, C00681 ,"April 6, 2024", 83.32 ,1,Web
T003021,C00150,2024-05-21,$1.00,2, mobile
T003161,C00040,"August 23, 2024",$108.92,1,Web
T002047,C00843,2024-03-08, 208.92 ,1,WEB 
T007820,C00165,2024-01-25T23:49:00Z,$1.00,4,Web
T003598,C00407,"January 13, 2024", 77.64 ,5,WEB 
T003148,C00409,2024-09-02,76.56,3, mobile
T001709,C00190,2024-11-04,$74.39,4,Mobile
T000326,C00043,"January 13, 2024",$143.76,5,in-store
T004348,C00880,19/10/2024, 272.86 ,5,Mobile
T004425,C00457,2024-12-19,189.69,1,Mobile
T005044,C00611,04/01/2024,$127.21,5,web
T005370,C00703,04/12/2024, 264.24 ,5,web
T007796,C00658,2024-04-07T22:36:00Z,134.84,NA,Mobile
T001080, C00579 ,2024-06-28T00:02:00Z,88.77,5,In-Store
T005408,C00029,2024-04-05T05:51:00Z,101.22,1,Web
T005254, C00755 ,2024-04-24,$1.00,3, mobile
T000047, C00477 ,2024-03-18T00:30:00Z,$70.91,2,In-Store
T002526,C00415,2024-02-08T15:47:00Z,$85.96,5, mobile
T003487,C00426,2024-04-05T11:50:00Z, 188.79 ,3,Web
T003967,C00836,"July 18, 2024",$119.87,3,WEB 
T004029,C00291,2024-02-16T01:39:00Z, 196.34 ,4,in-store
T006616,C00534,2024-10-06T22:50:00Z, 92.40 ,3,WEB 
T006171,C00725,2024-10-06,$97.27,4,In-Store
T003152, C00049 ,03/01/2024,$326.27,2, mobile
T006070,C00012,2024-07-02, 58.21 ,1,WEB 
T003164, C00863 ,2024-08-17,116.02,1, mobile
T003025,C00722,14/08/2024,92.62,2,in-store
T004597,C00635,"June 17, 2024",$68.57,5,WEB 
T003687,C00309,"March 27, 2024",10.16,  ,Web
T002228,C00627,2024-07-11,223.57,1,WEB 
T004520,C00872,"September 5, 2024", 10.47 ,5, mobile
T007367,C00195,2024-07-03,163.95,5,Web
T001093,C00257,2024-02-24T01:34:00Z,$1.00,null,in-store
T007716,C00547,"November 13, 2024", 42.79 ,4, mobile
T001367,C00832,2024-08-02,$38.78,3,Mobile
T003086,C00603,2024-09-02,52.04,3,in-store
T007535,C00711,18/03/2024,$227.82,1, mobile
T002611,C00052,27/11/2024, 151.98 ,2,web
T002688,C00519,2024-03-24T16:35:00Z, 194.36 ,,Web
T004995, C00550 ,16/11/2024, 157.03 ,2,in-store
T001815,C00052,10/04/2024,97.94,,Web
T004466, C00011 ,2024-08-12,187.72,2,in-store
T000834,C00645,2024-09-03,119.63,5,in-store
T002862, C00576 ,25/07/2024,169.21,1, mobile
T002446,C00151,03/04/2024, 129.12 ,3,In-Store
T002936, C00686 ,2024-06-08,134.85,5,WEB 
T007794,C00162,2024-02-20T13:54:00Z,$1.00,3,in-store
T003828,C00472,2024-09-03T21:29:00Z,1.00,3,Mobile
T005428,C00840,12/04/2024,97.20,5,web
T002144,C00693,13/01/2024,127.87,,Mobile
T004517, C00806 ,2024-08-23T03:49:00Z,$41.45,3,in-store
T005204,C00837,2024-06-13T21:51:00Z,$8.28,5,In-Store
T002300,C00546,2024-07-12,87.22,3,Mobile
T005509,C00695,"July 1, 2024", 203.55 ,5,in-store
T000269,C00878,2024-09-16T19:33:00Z,$210.05,1,Mobile
T002115,C00198,"July 17, 2024",158.23,1,Web
T005392,C00377,2024-09-11T23:38:00Z, 75.49 ,4, mobile
T005467,C00119,"July 8, 2024", 119.03 ,1,WEB 
T001344,C00107,2024-07-14T06:45:00Z,$154.53,5,web
T005449,C00617,"May 22, 2024",23.22,2,web
T001473,C00275,2024-05-23,$112.87,5,Web
T003604,C00674,2024-10-15,127.99,4,Mobile
T004700,C00105,2024-08-19,$121.81,5,In-Store
T003383,C00592,2024-06-06,$56.65,1,Mobile
T004412,C00646,"May 6, 2024",$75.76,4,in-store
T004888,C00697,"September 18, 2024",50.23,1,In-Store
T007610,C00168,2024-06-10, 122.08 ,3,in-store
T005514,C00164,"May 5, 2024",196.30,3,Web
T005055,C00196,13/07/2024,134.85,,In-Store
T005138,C00235,06/09/2024, 62.41 ,1, mobile
T004410,C00147,2024-02-02, 59.05 ,3,web
T004881,C00529,2024-10-06, 55.78 ,4,In-Store
T007757,C00174,03/06/2024, 125.11 ,1,in-store
T002865,C00833,06/09/2024,$110.19,2,Mobile
T001414,C00664,2024-08-22,$34.29,2,WEB 
T000966, C00021 ,2024-10-16,186.99,5,in-store
T003317, C00167 ,01/12/2024, 130.73 ,1,web
T002585,C00273,2024-10-04T07:02:00Z,$55.82,2,web
T002255,C00743,2024-03-11, 99.21 ,4,Web
T003299,C00005,2024-07-15T19:11:00Z,30.39,4,Web
T003474,C00788,2024-06-20T22:32:00Z,136.41,5,web
T007246,C00786,2024-12-06,214.95,2,Mobile
T007234,C00778,"December 1, 2024",$127.40,1,WEB 
T002724, C00865 ,19/02/2024,181.71,3,web
T001977,C00392,"December 11, 2024",$12.21,N/A,In-Store
T001743,C00567,2024-05-21,94.86,3,Web
T002793,C00617,2024-02-12T02:17:00Z, 68.51 ,3,web
T007862,C00154,07/01/2024, 164.57 ,5,Mobile
T005187,C00031,03/03/2024, 181.04 ,2,Mobile
T007055,C00862,2024-11-16,137.47,5, mobile
T001068,C00499,2024-12-12,$156.83,4,In-Store
T006723,C00065,2024-07-08,$162.39,5,web
T001953, C00482 ,2024-06-04T14:00:00Z,$54.72,4,WEB 
T002946,C00277,2024-06-18,141.16,null,WEB 
T007852, C00177 ,13/05/2024,176.93,1,in-store
T002317,C00670,27/10/2024, 85.95 ,1,WEB 
T005401,C00747,2024-01-16T10:44:00Z, 86.66 ,5, mobile
T006976,C00792,05/06/2024,$166.46,null,web
T003675,C00326,2024-04-03,94.97,5,WEB 
T001353,C00752,"June 5, 2024", 190.85 ,5,In-Store
T004180,C00133,2024-05-16,160.16,2,Mobile
T002996,C00498,17/06/2024,$28.80,N/A,in-store
T006056,C00530,2024-07-24, 166.10 ,5,Web
T001274,C00587,2024-03-28,$93.70,4,in-store
T003640,C00555,06/06/2024,$191.85,3,web
T001658,C00178,2024-10-19,73.20,3, mobile
T007503,C00354,21/03/2024,$64.30,null,Mobile
T001869,C00758,13/10/2024, 165.36 ,3,in-store
T005180,C00753,05/02/2024,$64.37,5,Web
T001471,C00679,2024-01-06T09:39:00Z, 110.19 ,4,In-Store
T004927,C00019,"February 26, 2024",1.05,5,WEB 
T006760,C00837,2024-09-02T10:43:00Z, 175.15 ,1,In-Store
T007825,C00740,2024-03-13T17:34:00Z,105.26,4,Mobile
T003417,C00636,"September 28, 2024",$126.28,3,Web
T001652,C00693,05/04/2024, 172.34 ,1,in-store
T006742,C00258,2024-06-22T09:49:00Z,$175.79,3, mobile
T006357,C00753,2024-03-23T02:09:00Z,$77.75,1,Web
T005349,C00288,2024-03-27, 81.88 ,1,Web
T000155, C00377 ,02/03/2024,109.73,5,WEB 
T005894, C00523 ,"September 5, 2024",240.99,2,web
T006314,C00588,"October 17, 2024",1.00,4,Mobile
T005249,C00786,"September 9, 2024",$65.78,1,web
T001478,C00590,21/07/2024, 205.84 ,1,WEB 
T002914,C00343,15/04/2024, 155.76 ,4,WEB 
T001665,C00224,05/10/2024, 48.13 ,3,web
T000294,C00758,"April 28, 2024",155.59,4,Mobile
T002601,C00305,2024-11-27T08:40:00Z,19.28,1,WEB 
T007622,C00190,"March 16, 2024",156.72,5,In-Store
T005712,C00001,2024-02-23, 105.74 ,1,Web
T004325,C00009,"February 14, 2024", 40.16 ,3,Mobile
